;date;title;comment
91;2021/04/23;Czerwony piątek na GPW, w grze CD Projekt i Mercator;Na GPW dominuje kolor czerwony. Wczorajsze spadki na Wall Street i dzisiejsze gorsze nastroje w Europie nie zachęcają do kupowania akcji. Nie pomagają nawet bardzo dobre, bo niosące wizję silnego popandemicznego odbicia w światowej gospodarce, kwietniowe indeksy PMI.
92;2021/04/22;CD Projekt chce wypłacić ponad 0,5 mld zł dywidendy za 2020 r.;Największy polski producent gier rekomenduje wypłatę 503,69 mln zł dywidendy. Proponowana stawka na akcję wynosi 5 zł, co przy obecnym kursie daje stopę 2,9 proc.
93;2021/04/22;Wall Street dało sygnał do wzrostów, w centrum uwagi Mercator, Biomed i TIM;Wczorajsze wzrosty na Wall Street stały się sygnałem do ataku popytu na GPW. Pomogły dobre informacje ze spółek. Przed południem rosły wszystkie warszawskie indeksy i ponad połowa notowanych tu spółek.
94;2021/04/21;WIG20 oddala się od 2.000 pkt., mocna przecena na akcjach Mercatora;Inwestorzy przestali wierzyć w Mercator Medical. Kurs mocno spada po wynikach, testując poziomy nieoglądane od 8 miesięcy. Z trendem spadkowym mierzy się też CD Projekt, którego akcje w pierwszej części sesji pogłębiły 2-letnie minima.
95;2021/04/19;WIG20 najwyżej od stycznia, w grze KGHM, CD Projekt i PGE;Indeks WIG0 przełamał lutowo-marcowe maksima i ma otwartą drogę do 2.100 pkt., a później do 2.200 pkt. Wzrosty napędza drożejący KGHM, odbijający CD Projekt i kontynuująca wzrosty PGE.
96;2021/04/16;CD Projekt traci po wynikach, Master Pharma na spekulacji, a WIG20 stoi na oporze;Indeks WIG20, pomimo dobrych nastrojów na giełdach europejskich, przegrywa bitwę o wybicie górą z już prawie 3-miesięcznego trendu bocznego. Winna jest słabość CD Projektu. Inwestorzy są trochę rozczarowani wynikami spółki.
97;2021/04/15;CD Projekt miał szacunkowo 1,15 mld zł zysku netto w 2020 r.;Według wstępnych danych, CD Projekt miał 2,14 mld zł przychodów ze sprzedaży i 1,15 mld zł zysku netto. Szczegóły dot. wyników za 2020 r. i premiery gry Cyberpunka spółka opublikuje 22 kwietnia, czyli trzy dni później niż pierwotnie planowano.
98;2021/04/13;Noble Securities drastycznie ściął cenę docelową CD Projektu;Maciej Kietliński, analityk Noble Securities, w raporcie z 8 kwietnia obniżył rekomendację dla CD Projektu do redukuj. Cena docelowa także uległa obniżeniu z 388,49 zł do 172,22 zł za akcję.
99;2021/04/13;CD Projekt: Cyberpunk musi spełnić warunki techniczne, aby wrócić do PlayStation Store;Po wypuszczeniu Patcha 1.2 inwestorzy coraz głośniej pytają, kiedy Cyberpunk wróci do PlayStation Store. Po aktualizacji gra co prawda wciąż ma niedociągnięcia, ale ich skala mieści się w granicach normy przy tak dużych produkcjach.
100;2021/04/09;mWIG40 najwyżej od 3 lat, w grze Ryvu Therapeutics i CD Projekt;Wzrosty 33 z 40 średnich spółek wywindowały mWIG40 powyżej 4.500 pkt. Ostatni raz był on tam widziany w 2018 roku. Z kolei mocna przecena akcji Ryvu Therapeutics ciąży indeksowi sWIG80
101;2021/04/09;CD Projekt: Pozew zbiorowy o naruszenie prawa konkurencji w USA wycofany;CD Projekt poinformował, że został wyłączony z postępowania dot. naruszenia prawa konkurencji przez warunki Steam Distribution Agreement w USA.
102;2021/04/08;CD Projekt ciągnie WIG20 w dół, mocne wzrosty Erbudu i Action;Słabe zachowanie CD Projektu, przy pewnym współudziale PKO BP i KGHM, ciągnie WIG20 w dół. To może opóźnić jego oczekiwane wybicie górą z 2-miesięcznej konsolidacji, ale to wciąż pozostaje scenariusz bazowy na wiosnę.
103;2021/04/07;CD Projekt znów na celowniku funduszy grających na krótko;Koszmar akcjonariuszy CD Projektu powraca. W Rejestrze Krótkiej Sprzedaży KNF są już trzy zagraniczne fundusze grające na spadki cen akcji największego polskiego producenta gier wideo.
104;2021/04/01;Przedświąteczne wzrosty na GPW, w centrum uwagi CD Projekt, JSW i Action;Ostatnia przed Świętami Wielkanocnymi sesja na warszawskiej giełdzie upływa pod znakiem wzrostów. W centrum uwagi znajduje się m.in. odreagowujący CD Projekt, ale też CCC, JSW, PGNiG, Action i Bioton.
105;2021/03/31;CD Projekt: Wersja next genowa Cyberpunka 2077 jest naszym priorytetem na 2021 r.;W środowym czacie z Adamem Kicińskim i Piotrem Nielubowiczem udział wzięło ponad 2 tys. inwestorów. Przedstawiciele CD Projektu na gorąco omówili najważniejsze elementy zaktualizowanej strategii grupy.
106;2021/03/31;Potężna wyprzedaż na kursie CD Projektu, w grze KGHM i PKO BP;Aktualizacja strategii CD Projektu nie spodobała się inwestorom. Akcje producenta gier tracą w dwucyfrowym tempie, pogrążając cały WIG20.
107;2021/03/30;CD Projekt: Update’y, Sony i edycja nextgen istotne dla sprzedaży Cyberpunka w 2021 r.;"CD Projekt zakłada, że update'y, powrót na platformę Sony i edycja nextgen będą miały istotny wpływ na sprzedaż gry ""Cyberpunk 2077"" w tym roku, wynika z wypowiedzi członka zarządu Piotra Nielubowicza."
108;2021/03/30;CD Projekt zaprezentował nową strategię [WIDEO];CD Projekt w specjalnym 24-minutowym nagraniu przedstawił zaktualizowaną strategię rozwoju na najbliższe lata. Studio zakłada, że od 2022 r. rozpocznie równoległą pracę nad projektami AAA.
109;2021/03/30;CD Projekt przejmuje kanadyjskie studio specjalizujące się w grach multiplayer;Warszawski producent gier podpisał list intencyjny w sprawie przejęcia Digital Scapes. Jak zaznaczono, obie firmy ściśle współpracują ze sobą od 2018 roku.
110;2021/03/30;Zagraniczne fundusze zrezygnowały z gry na spadki cen akcji CD Projektu;Citadel Advisors zszedł poniżej progu 0,5 proc. W rejestrze krótkiej sprzedaży KNF pierwszy raz od września 2020 r. nie ma ani jednej krótkiej pozycji na akcjach CD Projektu.
111;2021/03/30;CD Projekt ciąży WIG20, w grze KGHM i Mercator;CD Projekt dostał zadyszki, na czym cierpi WIG20, który nie ma siły rosnąć pomimo dobrych nastrojów na rynkach. W centrum uwagi znajduje się też KGHM i Mercator Medical. Tematem dnia znów są rosnące rentowności długu na świecie.
112;2021/03/29;Notowania CD Projektu łapią oddech;Akcjonariusze CD Projektu już dawno nie mieli okazji oglądać dwucyfrowych wzrostów na kursie akcji. Rynek gra pod doniesienia o szykowanym dużym patchu, darmowych i płatnych dodatkach do Cyberpunka 2077 oraz jutrzejszą konferencję dot. strategii spółki.
113;2021/03/29;Patch dla WIG20, w grze CD Projekt, Orlen i Asbis;"Informacje o spodziewanych dodatkach do gry ""Cyberpunk2077"" windują kurs akcji CD Projektu i jednocześnie notowania indeksu dużych spółek. Na szerokim rynku gorąco jest na akcjach KCI, Asbisu i NanoGroup."
114;2021/03/26;CD PROJEKT – spojrzenie na wykresSTREFA PREMIUM;
115;2021/03/23;Wrócił strach przed pandemią, KGHM i CD Projekt ciągną w dół WIG20;Strach przed pandemią wrócił i psuje nastroje na warszawskiej giełdzie. W krótkim terminie to największe zagrożenie dla rynku akcji.
116;2021/03/23;DM BOŚ obniżył cenę docelową dla akcji CD Projektu do 231 zł;Tomasz Rodak, analityk DM BOŚ, w raporcie z 15 marca podtrzymał rekomendację trzymaj. 12-miesięczna wycena docelowa zmalała aż o 50 proc. do 231 zł za akcję.
117;2021/03/22;30 marca CD Projekt przedstawi nową strategię;Za tydzień we wtorek CD Projekt opublikuje aktualizację strategii. Dzień później w StockWatch.pl odbędzie się czat inwestorski z Adamem Kicińskim i Piotrem Nielubowiczem.
118;2021/03/22;GPW najmocniejszą giełdą w Europie, Mabion i Biomed wracają do wzrostów;W poniedziałek warszawska giełda wyróżnia się wzrostami na tle europejskich indeksów. W centrum uwagi jest JSW, Biomed Lublin i Mabion. Mocne są też koncerny energetyczne.
119;2021/03/15;Giełdowe misie pokazują pazur, w grze Mabion i Biomed-Lublin;Zazieleniło się w poniedziałek na europejskich giełdach. Pomagają dane z Chin i czekanie na posiedzenie Fed. Na GPW prym wiodą małe i średnie spółki. Szczególnie te covidowo-biotechnologiczne. Indeks mWIG40 jest najwyżej od czerwca 2018, a sWIG80 najwyżej od 14 lat.
120;2021/03/09;Kurs akcji CD Projektu spada, fundusze zwietrzyły okazję;Po długiej przerwie w rejestrze krótkiej sprzedaży KNF pojawiła się zmiana dot. CD Projektu. Tym razem do gry na spadki cen akcji włączył się Citadel Advisors.
121;2021/03/08;Ruszyły testy The Witcher Monster Slayer w Australii;Gracze z Antypodów mogą już testować wiedźmińską grę mobilną CD Projektu, która wykorzystuje technologię rozszerzonej rzeczywistości.
122;2021/03/02;Warszawskie indeksy kontynuują wzrosty, w grze Allegro i PKP Cargo;Warszawska giełda rośnie, ale hurraoptymizmu podobnego do tego wczorajszego na Wall Street nie ma. Dominuje atmosfera wyczekiwania, z której wybijają się spółki wynikowe i Allegro.
123;2021/03/01;CD Projekt u progu nowej odsłony bessy. Akcje najtańsze od roku;Akcjonariusze największego polskiego producenta gier znów przeżywają trudne chwile. Tylko w lutym wartość akcji CD Projektu spadła o ponad 22 proc., a pierwszą marcową sesję notowania rozpoczynają od przełamania wsparcia na poziomie 235 zł i testowania poziomów najniższych od roku.
124;2021/03/01;PMI i rynek długu wspierają giełdy, mocne banki z Aliorem na czele;Pozytywne odczyty indeksów PMI dla przemysłu, a przede wszystkim pewne uspokojenie na rynku długu, wspiera w poniedziałek nastroje na giełdach. W Warszawie mocny jest sektor bankowy z Alior Bankiem na czele.
125;2021/02/28;CD PROJEKT – w poszukiwaniu wsparćSTREFA PREMIUM;
126;2021/02/26;Ipopema szacuje sprzedaż Cyberpunka 2077 na 16 mln kopii w 2020 i 9 mln w 2021;Ipopema Securities obniżyła prognozy sprzedaży gry Cyberpunk 2077 przez CD Projekt do odpowiednio 16 mln kopii w 2020 roku i 9 mln kopii w 2021 wobec prognozowanych wcześniej odpowiednio 25 mln i 10,3 mln.
127;2021/02/26;Nerwowo na światowych giełdach, w grze Alior Bank i Cyfrowy Polsat;Dobre wiadomości ze spółek ratują GPW przed mocnymi spadkami w następstwie wczorajszej przeceny na Wall Street. Pomaga też korekta na rynku długu. O losach sesji w Warszawie zdecydują popołudniowe dane z USA i reakcja na nie amerykańskich indeksów.
128;2021/02/25;Rosnące rentowności długu straszą, w grze CD Projekt i Alior Bank;"Środowe mocne wzrosty na Wall Street zapewniły ""zielone"" otwarcie w Warszawie. GPW musi jednak znaleźć w sobie wewnętrzną siłę, żeby dowieźć te plusy do końca sesji. Szczególnie, że szybujące rentowności amerykańskich obligacji i tracący CD Projekt nie są dobrą wróżbą na drugą połowę dnia."
129;2021/02/24;CD Projekt przełożył wydanie łatki do Cyberunka na II połowę marca;CD Projekt przesunął termin wypuszczenia Patcha 1.2 do gry Cyberunk 2077 na drugą połowę marca z planowanego terminu lutowego. Spółka tłumaczy, że ze względu na niedawny cyberatak na infrastrukturę spółki prace potrwają dłużej niż początkowo planowano.
130;2021/02/24;CD Projekt potwierdza wydanie aktualizacji strategii w I kwartale;CD Projekt potwierdza wydanie aktualizacji strategii w I kwartale 2021 r., poinformowała ISBtech dyrektor relacji inwestorskich firmy Karolina Gnaś.
131;2021/02/15;6 producentów gier, którzy w 2021 r. mogą wypłacić dywidendę;Rok 2021 zapowiada się rekordowo pod względem dywidend w branży gamingowej zarówno pod względem kwot jak i liczby spółek. Z informacji zebranych przez StockWatch.pl wynika, że w tym roku zyskiem z akcjonariuszami podzieli się aż sześciu producentów gier wideo notowanych na warszawskim rynku.
132;2021/02/15;Giełdowe misie śrubują wieloletnie rekordy, w grze banki i ML System;Zielona sesja w Warszawie. WIG20 znajduje się w czołówce rosnących indeksów europejskich. To zasługa KGHM-u, odbijającego CD Projektu i banków. Jeszcze lepiej radzą sobie mniejsze indeksy, testując wieloletnie maksima.
133;2021/02/09;GPW broni się przed spadkami, w grze CD Projekt i CCC;Wtorkowa sesja rozpoczęła się od trzęsienia ziemi na CD Projekcie i spadku WIG20 o blisko 0,9 proc. Jednak w miarę upływu czasu skala przeceny topnieje, dzięki czemu indeks największych polskich spółek jeszcze przed południem wyszedł na plus.
134;2021/02/09;Haker szantażuje CD Projekt. Kurs akcji mocno spada;We wtorek rano notowania największego polskiego producenta gier wideo spadają o 6 proc. Powodem wyprzedaży akcji jest informacja o ataku hakerskim i groźbie ujawnienia newralgicznych danych.
135;2021/02/08;26 spółek, które w lutym warto mieć na oku;BM mBanku w comiesięcznym raporcie podtrzymało scenariusz kontynuacji trendu wzrostowego na rynku akcji i wskazało 26 spółek z GPW, które w najbliższych tygodniach mogą sprawić pozytywną niespodziankę.
136;2021/02/04;XTB w centrum uwagi, lepsze od prognoz wyniki Orlenu wspierają WIG20;Akcje XTB znalazły się w czwartek rano w centrum zainteresowania inwestorów. Kurs runął po publikacji wyników, ale stopniowo odrabia straty. W gronie blue chipów wyróżniał się CD Projekt, KGHM i PKN Orlen.
137;2021/02/03;GPW na bocznym torze, szalone wzrosty na Pharmenie, Serinusie i Platynowych Inwestycjach;Otoczenie rynkowe sprzyja wzrostom cen akcji, ale póki co warszawskie indeksy nie potrafią tego wykorzystać. Jest szansa, że w drugiej części dnia inwestorzy ruszą na większe zakupy, a środowa sesja na GPW zakończy się na solidnych plusach.
138;2021/02/02;CD Projekt i KGHM ciągną w dół WIG20, w grze także CCC i Millennium;"To co nie tak dawno pomagało warszawskiej giełdzie, czyli głośne ""wyciskanie shortów"", dziś ją dołuje. Silne spadki CD Projektu i KGHM-u dołują WIG20, który jest najgorszym indeksem w Europie. Po wynikach traci Millennium i CCC."
139;2021/02/01;Srebrna hossa winduje KGHM, gorąco także na Allegro i CD Projekcie;Szaleństwo na srebrze winduje kurs akcji KGHM-u, stanowiąc skuteczną przeciwwagę dla taniejących akcji Allegro. Po otwarciu galerii handlowych rośnie kurs CCC. Dobre nastroje dodatkowo wspiera lepszy od prognoz odczyt indeksu PMI dla rodzimego przemysłu.
140;2021/02/01;CD Projekt i właściciel platformy Steam otrzymali pozew w USA;CD Projekt oraz Valve - właściciel platformy Steam - wraz z innymi producentami i wydawcami i CD Projekt Inc. otrzymały potwierdzenie złożenia pozwu przed sądem w USA przez pięć osób fizycznych, które domagają się ustalenia na drodze sądowej, czy warunki Steam Distribution Agreement naruszały reguły prawa konkurencji w Stanach Zjednoczonych, podał CD Projekt.
141;2021/01/29;Melvin Capital wyciśnięty z szortów na CD Projekcie. W rejestrze KNF pozostał już tylko jeden fundusz;Według najnowszej aktualizacji rejestru KNF, Melvin Capital Management zszedł poniżej progu 0,5 proc. Tym samym, według oficjalnych danych, na spadki CD Projektu gra już tylko Light Street Capital. W piątek po południu kurs akcji producenta gier - w myśl zasady kupuj plotki sprzedawaj fakty - zalicza kilkunastoprocentową przecenę.
142;2021/01/29;WIG20 tanio skóry nie sprzeda, w centrum uwagi CD Projekt i Inno-Gene;Inwestorzy obserwując sesję na GPW z pewnością marzą o powtórce z wczoraj. Jednak pomimo poprawy nastrojów w południe i szans na zminimalizowanie przez WIG20 porannych strat, zakończenie sesji mocnym rajdem w górę byłoby jeszcze większą niespodzianką niż w czwartek.
143;2021/01/28;Szaleństwo na kursie akcji CD Projektu po wpisie Elona Muska na Twitterze;W czwartek kurs akcji CD Projektu zalicza potężne wahania. Po południu notowania rosną nawet o kilkanaście procent. Wystrzał na akcjach CD Projektu zbiegł się w czasie z pozytywnym wpisem Elona Muska nt. Cyberpunka.
144;2021/01/28;Topnieje „Big Short” na CD Projekcie. Pierwszy fundusz już się wycofał;Historia short squeeze na GameStop wystraszyła zagraniczne fundusze grające na spadki cen akcji CD Projektu. Według czwartkowej aktualizacji, Melvin Capital Management zszedł z pozycją poniżej 1 proc. netto, a Eminence Capital ukrył się poniżej minimalnego progu obligującego do ujawnienia pozycji.
145;2021/01/28;Krwawy czwartek na GPW, w grze KGHM, Allegro i CD Projekt;Największe od 3 miesięcy spadki na Wall Street, Fed ostrzegający przed hamowaniem ożywienia i taniejące po publikacji wyników kwartalnych akcje Tesli, Apple i Facebooka to główne przyczyny dzisiejszych spadków na GPW i innych europejskich parkietach. W Warszawie wszystkie trzy główne indeksy notują ponad 1-proc. przecenę.
146;2021/01/27;Sesja pod znakiem mocnych wahań na kursach CD Projektu, Allegro i KGHM-u;Dobre wyniki Microsoftu i kolejny dzień mocnych wzrostów CD Projektu nie pomógł. Pikujące Allegro, korekta na miedzi i gorsze nastroje na rynkach ciągną w dół GPW. Warszawski parkiet jest jedynym z najsłabszych w Europie.
